company,location,us_state,country,continent,total_laid_off,date_layoffs,pct_workforce,industry,stage,funds_raised_mil,year,layoff_year,layoff_month,layoff_quarter,company_size_category,department,severance_weeks,ai_related,reason,data_source
Teampay,New York City,New York,United States,North America,30,2023-04-26,33.0,Finance,Series B,79.0,2023,2023,2023-04,2023-Q2,Small (<100),,,,,main
Alteryx,Los Angeles,California,United States,North America,320,2023-04-27,11.0,Data,Post-IPO,613.0,2023,2023,2023-04,2023-Q2,Mid-size (100-999),,,,,main
Chief,New York City,New York,United States,North America,43,2023-04-27,14.0,Other,Series B,140.0,2023,2023,2023-04,2023-Q2,Small (<100),,,,,main
Lemonade,New York City,New York,United States,North America,45,2023-05-16,3.0,Finance,Post-IPO,481.0,2023,2023,2023-05,2023-Q2,Small (<100),,,,,main
Stash,New York City,New York,United States,North America,40,2023-05-17,10.0,Finance,Unknown,480.0,2023,2023,2023-05,2023-Q2,Small (<100),,,,,main
Pie Insurance,Washington DC,District of Columbia,United States,North America,63,2023-05-18,14.0,Finance,Series D,621.0,2023,2023,2023-05,2023-Q2,Small (<100),,,,,main
Guild,Denver,Colorado,United States,North America,172,2023-05-24,12.0,Education,Series F,643.0,2023,2023,2023-05,2023-Q2,Mid-size (100-999),,,,,main
Mux,San Francisco,California,United States,North America,40,2023-05-31,30.0,Infrastructure,Series D,173.0,2023,2023,2023-05,2023-Q2,Small (<100),,,,,main
Vendr,Boston,Massachusetts,United States,North America,100,2023-05-31,25.0,Other,Series B,216.0,2023,2023,2023-05,2023-Q2,Mid-size (100-999),,,,,main
Zendesk,San Francisco,California,United States,North America,320,2023-05-31,8.0,Support,Acquired,85.0,2023,2023,2023-05,2023-Q2,Mid-size (100-999),,,,,main
ZipRecruiter,Los Angeles,California,United States,North America,270,2023-05-31,20.0,HR,Post-IPO,769.0,2023,2023,2023-05,2023-Q2,Mid-size (100-999),,,,,main
Dragos,Baltimore,Maryland,United States,North America,50,2023-06-06,9.0,Security,Series D,364.0,2023,2023,2023-06,2023-Q2,Small (<100),,,,,main
ClickUp,San Diego,California,United States,North America,90,2023-06-28,10.0,Other,Series C,537.0,2023,2023,2023-06,2023-Q2,Small (<100),,,,,main
Perfect Day,Berkeley,California,United States,North America,134,2023-07-06,15.0,Food,Series D,711.0,2023,2023,2023-07,2023-Q3,Mid-size (100-999),,,,,main
Matterport,Sunnyvale,California,United States,North America,170,2023-07-11,30.0,Data,Post-IPO,409.0,2023,2023,2023-07,2023-Q3,Mid-size (100-999),,,,,main
Sisense,New York City,New York,United States,North America,100,2023-07-11,15.0,Data,Series F,274.0,2023,2023,2023-07,2023-Q3,Mid-size (100-999),,,,,main
Deepwatch,Tampa Bay,Florida,United States,North America,30,2023-07-13,7.0,Security,Series C,256.0,2023,2023,2023-07,2023-Q3,Small (<100),,,,,main
PayScale,Seattle,Washington,United States,North America,14,2023-07-14,2.0,HR,Acquired,33.0,2023,2023,2023-07,2023-Q3,Small (<100),,,,,main
Sarcos,Salt Lake City,Utah,United States,North America,75,2023-07-17,25.0,Aerospace,Post-IPO,316.0,2023,2023,2023-07,2023-Q3,Small (<100),,,,,main
AgentSync,Denver,Colorado,United States,North America,67,2023-07-19,24.0,Finance,Series B,111.0,2023,2023,2023-07,2023-Q3,Small (<100),,,,,main
Inspirato,Denver,Colorado,United States,North America,50,2023-07-19,6.0,Travel,Post-IPO,179.0,2023,2023,2023-07,2023-Q3,Small (<100),,,,,main
Discord,San Francisco,California,United States,North America,37,2023-08-03,4.0,Consumer,Series H,,2023,2023,2023-08,2023-Q3,Small (<100),,,,,main
Rapid7,Boston,Massachusetts,United States,North America,470,2023-08-08,18.0,Security,Post-IPO,89.0,2023,2023,2023-08,2023-Q3,Mid-size (100-999),,,,,main
Thoughtworks,Chicago,Illinois,United States,North America,579,2023-08-08,5.0,Other,Post-IPO,748.0,2023,2023,2023-08,2023-Q3,Mid-size (100-999),,,,,main
Blend,San Francisco,California,United States,North America,150,2023-08-09,19.0,Finance,Post-IPO,665.0,2023,2023,2023-08,2023-Q3,Mid-size (100-999),,,,,main
SecureWorks,Atlanta,Georgia,United States,North America,300,2023-08-14,15.0,Security,Post-IPO,83.0,2023,2023,2023-08,2023-Q3,Mid-size (100-999),,,,,main
AppFolio,Santa Barbara,California,United States,North America,149,2023-08-17,9.0,Real Estate,Post-IPO,30.0,2023,2023,2023-08,2023-Q3,Mid-size (100-999),,,,,main
Atlas,Chicago,Illinois,United States,North America,150,2023-08-23,30.0,HR,Series B,220.0,2023,2023,2023-08,2023-Q3,Mid-size (100-999),,,,,main
BlackLine,Los Angeles,California,United States,North America,95,2023-08-23,5.0,Finance,Post-IPO,220.0,2023,2023,2023-08,2023-Q3,Small (<100),,,,,main
Zebra Technologies,Chicago,Illinois,United States,North America,700,2023-08-28,7.0,Manufacturing,Post-IPO,,2023,2023,2023-08,2023-Q3,Mid-size (100-999),,,,,main
Zeplin,San Francisco,California,United States,North America,37,2023-08-30,35.0,Product,Seed,1.0,2023,2023,2023-08,2023-Q3,Small (<100),,,,,main
Chargebee,North Bethesda,California,United States,North America,100,2023-09-11,10.0,Finance,Series H,468.0,2023,2023,2023-09,2023-Q3,Mid-size (100-999),,,,,main
Grabango,Berkeley,California,United States,North America,34,2023-09-11,40.0,Food,Unknown,94.0,2023,2023,2023-09,2023-Q3,Small (<100),,,,,main
Qualtrics,Salt Lake City,Utah,United States,North America,780,2023-10-04,14.0,Other,Post-IPO,400.0,2023,2023,2023-10,2023-Q4,Mid-size (100-999),,,,,main
SchoolMint,San Francisco,California,United States,North America,29,2023-10-05,14.0,Education,Acquired,8.0,2023,2023,2023-10,2023-Q4,Small (<100),,,,,main
InvestCloud,Los Angeles,California,United States,North America,80,2023-10-06,5.0,Finance,Private Equity,54.0,2023,2023,2023-10,2023-Q4,Small (<100),,,,,main
Deepgram,San Francisco,California,United States,North America,20,2023-10-11,20.0,AI,Series B,86.0,2023,2023,2023-10,2023-Q4,Small (<100),,,,,main
Lending Club,San Francisco,California,United States,North America,172,2023-10-12,14.0,Finance,Post-IPO,392.0,2023,2023,2023-10,2023-Q4,Mid-size (100-999),,,,,main
MariaDB,Redwood City,California,United States,North America,84,2023-10-12,28.0,Data,Post-IPO,272.0,2023,2023,2023-10,2023-Q4,Small (<100),,,,,main
C2FO,Kansas City,Kansas,United States,North America,80,2023-10-16,3.0,Finance,Series H,537.0,2023,2023,2023-10,2023-Q4,Small (<100),,,,,main
LinkedIn,Sunnyvale,California,United States,North America,660,2023-10-16,3.0,HR,Acquired,154.0,2023,2023,2023-10,2023-Q4,Mid-size (100-999),,,,,main
Bullhorn,Boston,Massachusetts,United States,North America,140,2023-10-19,9.0,Sales,Acquired,32.0,2023,2023,2023-10,2023-Q4,Mid-size (100-999),,,,,main
SiFive,Santa Clara,California,United States,North America,130,2023-10-24,20.0,Hardware,Series F,365.0,2023,2023,2023-10,2023-Q4,Mid-size (100-999),,,,,main
Hippo Insurance,Palo Alto,California,United States,North America,120,2023-10-26,20.0,Finance,Post-IPO,1300.0,2023,2023,2023-10,2023-Q4,Mid-size (100-999),,,,,main
Sana Benefits,Austin,Texas,United States,North America,73,2023-11-01,50.0,HR,Series B,106.0,2023,2023,2023-11,2023-Q4,Small (<100),,,,,main
Splunk,San Jose,California,United States,North America,500,2023-11-01,7.0,Data,Post-IPO,2400.0,2023,2023,2023-11,2023-Q4,Mid-size (100-999),,,,,main
Beyond Meat,Los Angeles,California,United States,North America,65,2023-11-02,8.0,Food,Post-IPO,122.0,2023,2023,2023-11,2023-Q4,Small (<100),,,,,main
Viasat,San Diego,California,United States,North America,800,2023-11-02,10.0,Other,Post-IPO,366.0,2023,2023,2023-11,2023-Q4,Mid-size (100-999),,,,,main
TripAdvisor,Boston,Massachusetts,United States,North America,125,2023-11-12,4.0,Travel,Post-IPO,3.0,2023,2023,2023-11,2023-Q4,Mid-size (100-999),,,,,main
Dataminr,New York City,New York,United States,North America,150,2023-11-28,20.0,AI,Series F,1100.0,2023,2023,2023-11,2023-Q4,Mid-size (100-999),,,,,main
Unity,San Francisco,California,United States,North America,265,2023-11-28,4.0,Other,Post-IPO,1300.0,2023,2023,2023-11,2023-Q4,Mid-size (100-999),,,,,main
Riot Gaming,Los Angeles,California,United States,North America,530,2024-01-22,11.0,Consumer,Acquired,21.0,2024,2024,2024-01,2024-Q1,Mid-size (100-999),,,,,main
Brex,San Francisco,California,United States,North America,282,2024-01-23,20.0,Finance,Series D,2.0,2024,2024,2024-01,2024-Q1,Mid-size (100-999),,,,,main
eBay,San Francisco,California,United States,North America,1000,2024-01-23,9.0,e-commerce,Post-IPO,1.0,2024,2024,2024-01,2024-Q1,"Large (1,000-4,999)",,,,,main
Impinj,Seattle,Washington,United States,North America,50,2024-02-13,10.0,Other,Post-IPO,137.0,2024,2024,2024-02,2024-Q1,Small (<100),,,,,main
Instacart,San Francisco,California,United States,North America,250,2024-02-13,7.0,Food,Post-IPO,3.0,2024,2024,2024-02,2024-Q1,Mid-size (100-999),,,,,main
Mozilla,San Francisco,California,United States,North America,60,2024-02-13,5.0,Consumer,Unknown,2.0,2024,2024,2024-02,2024-Q1,Small (<100),,,,,main
Cisco,San Jose,California,United States,North America,4250,2024-02-14,5.0,Infrastructure,Post-IPO,2.0,2024,2024,2024-02,2024-Q1,"Large (1,000-4,999)",,,,,main
Atlassian,Sydney,New South Wales,Australia,Oceana,500,2023-03-06,5.0,Other,Post-IPO,210.0,2023,2023,2023-03,2023-Q1,Mid-size (100-999),,,,,main
Gro Intelligence,New York City,New York,United States,North America,20,2024-02-15,10.0,Food,Series B,118.0,2024,2024,2024-02,2024-Q1,Small (<100),,,,,main
Sonder,San Francisco,California,United States,North America,106,2024-02-15,17.0,Travel,Post-IPO,839.0,2024,2024,2024-02,2024-Q1,Mid-size (100-999),,,,,main
Toast,Boston,Massachusetts,United States,North America,550,2024-02-15,10.0,Food,Post-IPO,962.0,2024,2024,2024-02,2024-Q1,Mid-size (100-999),,,,,main
Expedia,Seattle,Washington,United States,North America,1500,2024-02-26,8.0,Travel,Post-IPO,3.0,2024,2024,2024-02,2024-Q1,"Large (1,000-4,999)",,,,,main
Bumble,Austin,Texas,United States,North America,350,2024-02-27,30.0,Consumer,Post-IPO,313.0,2024,2024,2024-02,2024-Q1,Mid-size (100-999),,,,,main
Sony Interactive,San Mateo,California,United States,North America,900,2024-02-27,8.0,Consumer,Subsidiary,,2024,2024,2024-02,2024-Q1,Mid-size (100-999),,,,,main
Electronic Arts,Redwood City,California,United States,North America,670,2024-02-28,5.0,Consumer,Post-IPO,2.0,2024,2024,2024-02,2024-Q1,Mid-size (100-999),,,,,main
Treasury Prime,San Francisco,California,United States,North America,40,2024-02-28,40.0,Finance,Series C,71.0,2024,2024,2024-02,2024-Q1,Small (<100),,,,,main
Vacasa,Portland,Oregon,United States,North America,320,2024-02-28,5.0,Travel,Post-IPO,834.0,2024,2024,2024-02,2024-Q1,Mid-size (100-999),,,,,main
Gro Intelligence,New York City,New York,United States,North America,90,2024-03-01,60.0,Food,Series B,118.0,2024,2024,2024-03,2024-Q1,Small (<100),,,,,main
Tesla,Austin,Texas,United States,North America,14000,2024-04-15,10.0,Motor Vehicle Manufacturing,Unknown,,2024,2024,2024-04,2024-Q2,"Massive (10,000+)",,,,,main
Take-Two,New York City,New York,United States,North America,600,2024-04-16,5.0,Entertainment Providers,Post-IPO,4100.0,2024,2024,2024-04,2024-Q2,Mid-size (100-999),,,,,main
Tome,San Francisco,California,United States,North America,12,2024-04-16,20.0,AI,Series B,75.0,2024,2024,2024-04,2024-Q2,Small (<100),,,,,main
Data.ai,San Francisco,California,United States,North America,44,2024-04-17,11.0,Software Development,Unknown,,2024,2024,2024-04,2024-Q2,Small (<100),,,,,main
OutSystems,Boston,Massachusetts,United States,North America,150,2024-04-19,8.0,Product,Series G,802.0,2024,2024,2024-04,2024-Q2,Mid-size (100-999),,,,,main
True Anomaly,Denver,Colorado,United States,North America,30,2024-04-26,25.0,Aerospace,Series B,158.0,2024,2024,2024-04,2024-Q2,Small (<100),,,,,main
Assurance,Seattle,Washington,United States,North America,112,2024-05-01,100.0,Insurance,Unknown,,2024,2024,2024-05,2024-Q2,Mid-size (100-999),,,,,main
Peloton,New York City,New York,United States,North America,400,2024-05-02,15.0,Fitness,Post-IPO,1900.0,2024,2024,2024-05,2024-Q2,Mid-size (100-999),,,,,main
Sprinklr,New York City,New York,United States,North America,116,2024-05-03,3.0,Software Development,Post-IPO,429.0,2024,2024,2024-05,2024-Q2,Mid-size (100-999),,,,,main
Chegg,Santa Clara,California,United States,North America,441,2024-06-17,23.0,Education,Post-IPO,,2024,2024,2024-06,2024-Q2,Mid-size (100-999),,,,,main
Loop,Austin,Texas,United States,North America,23,2024-06-17,77.0,Insurance,Series A,34.0,2024,2024,2024-06,2024-Q2,Small (<100),,,,,main
Chegg,Santa Clara,California,United States,North America,441,2024-06-18,23.0,Education,Post-IPO,227.0,2024,2024,2024-06,2024-Q2,Mid-size (100-999),,,,,main
Wex,Portland,Oregon,United States,North America,375,2024-06-18,5.0,Finance,Post-IPO,400.0,2024,2024,2024-06,2024-Q2,Mid-size (100-999),,,,,main
Intel,Santa Clara,California,United States,North America,22,2024-06-19,10.0,Semiconductors,Post-IPO,12.0,2024,2024,2024-06,2024-Q2,Small (<100),,,,,main
Flutterwave,San Francisco,California,United States,North America,30,2024-06-24,3.0,Finance,Unknown,509.0,2024,2024,2024-06,2024-Q2,Small (<100),,,,,main
Planet,San Francisco,California,United States,North America,180,2024-06-26,17.0,Aerospace,Post-IPO,574.0,2024,2024,2024-06,2024-Q2,Mid-size (100-999),,,,,main
RealPage,Dallas,Texas,United States,North America,20,2024-06-27,4.0,Real Estate,Acquired,105.0,2024,2024,2024-06,2024-Q2,Small (<100),,,,,main
RealPage,Dallas,Texas,United States,North America,260,2024-06-27,4.0,Real Estate,Acquired,105.0,2024,2024,2024-06,2024-Q2,Mid-size (100-999),,,,,main
Ynsect,Paris,non,France,Europe,17,2023-04-17,25.0,Food,Series D,579.0,2023,2023,2023-04,2023-Q2,Small (<100),,,,,main
Priceline,Norwalk,Connecticut,United States,North America,103,2024-06-28,17.0,Travel,Acquired,77.0,2024,2024,2024-06,2024-Q2,Mid-size (100-999),,,,,main
UKG,Boston,Massachusetts,United States,North America,2200,2024-07-03,14.0,HR,Unknown,,2024,2024,2024-07,2024-Q3,"Large (1,000-4,999)",,,,,main
UIPath,New York City,New York,United States,North America,420,2024-07-09,10.0,Other,Post-IPO,2.0,2024,2024,2024-07,2024-Q3,Mid-size (100-999),,,,,main
Redfin,Seattle,Washington,United States,North America,82,2024-08-22,2.0,Real Estate,Post-IPO,320.0,2024,2024,2024-08,2024-Q3,Small (<100),,,,,main
Brave,San Francisco,California,United States,North America,27,2024-08-28,14.0,Consumer,Series B,42.0,2024,2024,2024-08,2024-Q3,Small (<100),,,,,main
Character.ai,Menlo Park,California,United States,North America,6,2024-08-29,5.0,AI,Series A,150.0,2024,2024,2024-08,2024-Q3,Small (<100),,,,,main
ChargePoint,Campbell,California,United States,North America,250,2024-09-04,15.0,Manufacturing,Unknown,1.0,2024,2024,2024-09,2024-Q3,Mid-size (100-999),,,,,main
Drata,San Diego,California,United States,North America,40,2024-09-26,9.0,Security,Series C,328.0,2024,2024,2024-09,2024-Q3,Small (<100),,,,,main
Tome,San Francisco,California,United States,North America,12,2024-10-02,31.0,Sales,Series B,75.0,2024,2024,2024-10,2024-Q4,Small (<100),,,,,main
Eaze,San Francisco,California,United States,North America,500,2024-10-07,100.0,Consumer,Series D,202.0,2024,2024,2024-10,2024-Q4,Mid-size (100-999),,,,,main
CareerBuilder + Monster,Chicago,Illinois,United States,North America,200,2024-10-10,15.0,Recruiting,Acquired,,2024,2024,2024-10,2024-Q4,Mid-size (100-999),,,,,main
Coursera,Mountain View,California,United States,North America,150,2024-10-25,10.0,Education,Post-IPO,458.0,2024,2024,2024-10,2024-Q4,Mid-size (100-999),,,,,main
F5,Seattle,Washington,United States,North America,100,2024-10-29,2.0,Security,Post-IPO,,2024,2024,2024-10,2024-Q4,Mid-size (100-999),,,,,main
Dropbox,San Francisco,California,United States,North America,527,2024-10-30,20.0,Other,Post-IPO,2.0,2024,2024,2024-10,2024-Q4,Mid-size (100-999),,,,,main
Miro,San Francisco,California,United States,North America,275,2024-10-30,18.0,Other,Series C,476.0,2024,2024,2024-10,2024-Q4,Mid-size (100-999),,,,,main
LinkedIn,Sunnyvale,California,United States,North America,202,2024-11-21,1.0,Recruiting,Acquired,154.0,2024,2024,2024-11,2024-Q4,Mid-size (100-999),,,,,main
AlphaSense,New York City,New York,United States,North America,150,2024-11-27,8.0,Other,Series F,1.0,2024,2024,2024-11,2024-Q4,Mid-size (100-999),,,,,main
Stash,New York City,New York,United States,North America,88,2024-12-04,40.0,Finance,Unknown,480.0,2024,2024,2024-12,2024-Q4,Small (<100),,,,,main
Calendly,Atlanta,Georgia,United States,North America,70,2024-12-11,13.0,Other,Series B,351.0,2024,2024,2024-12,2024-Q4,Small (<100),,,,,main
Altruist,San Francisco,California,United States,North America,37,2025-01-07,10.0,Finance,Series E,449.0,2025,2025,2025-01,2025-Q1,Small (<100),,,,,main
Stripe,San Francisco,California,United States,North America,300,2025-01-21,3.0,Finance,Series I,8700.0,2025,2025,2025-01,2025-Q1,Mid-size (100-999),,,,,main
Placer.ai,Los Altos,California,United States,North America,150,2025-01-29,18.0,Data,Unknown,267.0,2025,2025,2025-01,2025-Q1,Mid-size (100-999),,,,,main
Salesforce,San Francisco,California,United States,North America,1000,2025-02-03,1.0,Sales,Post-IPO,65.0,2025,2025,2025-02,2025-Q1,"Large (1,000-4,999)",,,,,main
Okta,San Francisco,California,United States,North America,180,2025-02-04,3.0,Security,Post-IPO,1200.0,2025,2025,2025-02,2025-Q1,Mid-size (100-999),,,,,main
AppsFlyer,San Francisco,California,United States,North America,100,2025-02-04,7.0,Data,Unknown,293.0,2025,2025,2025-02,2025-Q1,Mid-size (100-999),,,,,main
Workday,Pleasanton,California,United States,North America,1750,2025-02-05,8.0,HR,Post-IPO,230.0,2025,2025,2025-02,2025-Q1,"Large (1,000-4,999)",,,,,main
Sonos,Santa Barbara,California,United States,North America,200,2025-02-05,12.0,Consumer,Post-IPO,455.0,2025,2025,2025-02,2025-Q1,Mid-size (100-999),,,,,main
Hugging Face,New York City,New York,United States,North America,10,2025-02-05,4.0,AI,Series D,395.0,2025,2025,2025-02,2025-Q1,Small (<100),,,,,main
Sprinklr,New York City,New York,United States,North America,500,2025-02-06,15.0,Support,Post-IPO,429.0,2025,2025,2025-02,2025-Q1,Mid-size (100-999),,,,,main
Meta,Menlo Park,California,United States,North America,3600,2025-02-10,5.0,Consumer,Post-IPO,26000.0,2025,2025,2025-02,2025-Q1,"Large (1,000-4,999)",,,,,main
Blue Origin,Seattle,Washington,United States,North America,1000,2025-02-13,10.0,Aerospace,Unknown,167.0,2025,2025,2025-02,2025-Q1,"Large (1,000-4,999)",,,,,main
SeatGeek,New York City,New York,United States,North America,150,2025-02-20,15.0,Consumer,Series E,400.0,2025,2025,2025-02,2025-Q1,Mid-size (100-999),,,,,main
Automattic,San Francisco,California,United States,North America,281,2025-04-02,16.0,Other,Series E,986.0,2025,2025,2025-04,2025-Q2,Mid-size (100-999),,,,,main
Five9,San Ramon,California,United States,North America,123,2025-04-03,4.0,Support,Post-IPO,862.0,2025,2025,2025-04,2025-Q2,Mid-size (100-999),,,,,main
NetApp,San Jose,California,United States,North America,700,2025-04-20,6.0,Data,Post-IPO,,2025,2025,2025-04,2025-Q2,Mid-size (100-999),,,,,main
Intel,Sacramento,California,United States,North America,22000,2025-04-23,20.0,Hardware,Post-IPO,12.0,2025,2025,2025-04,2025-Q2,"Massive (10,000+)",,,,,main
SambaNova,Palo Alto,California,United States,North America,77,2025-04-25,15.0,AI,Series D,1100.0,2025,2025,2025-04,2025-Q2,Small (<100),,,,,main
Smashing,San Francisco,California,United States,North America,7,2025-04-26,100.0,Consumer,Seed,3.0,2025,2025,2025-04,2025-Q2,Small (<100),,,,,main
CrowdStrike,San Francisco,California,United States,North America,500,2025-05-07,5.0,Security,Post-IPO,1200.0,2025,2025,2025-05,2025-Q2,Mid-size (100-999),,,,,main
Match Group,New York City,New York,United States,North America,325,2025-05-08,13.0,Consumer,Post-IPO,,2025,2025,2025-05,2025-Q2,Mid-size (100-999),,,,,main
Chegg,Santa Clara,California,United States,North America,248,2025-05-22,22.0,Education,Post-IPO,227.0,2025,2025,2025-05,2025-Q2,Mid-size (100-999),,,,,main
Microsoft,Seattle,Washington,United States,North America,6000,2025-05-23,3.0,Other,Post-IPO,1.0,2025,2025,2025-05,2025-Q2,"Very Large (5,000-9,999)",,,,,main
Microsoft,Seattle,Washington,United States,North America,305,2025-06-02,3.0,Other,Post-IPO,1.0,2025,2025,2025-06,2025-Q2,Mid-size (100-999),,,,,main
Airtime,New York City,New York,United States,North America,25,2025-06-04,43.0,Consumer,Series B,33.0,2025,2025,2025-06,2025-Q2,Small (<100),,,,,main
ZoomInfo,Vancouver,British Columbia,United States,North America,150,2025-06-09,4.0,Sales,Post-IPO,7.0,2025,2025,2025-06,2025-Q2,Mid-size (100-999),,,,,main
Bumble,Austin,Texas,United States,North America,240,2025-06-25,30.0,Consumer,Post-IPO,313.0,2025,2025,2025-06,2025-Q2,Mid-size (100-999),,,,,main
Klue,Vancouver,British Columbia,United States,North America,85,2025-06-25,40.0,Sales,Series B,83.0,2025,2025,2025-06,2025-Q2,Small (<100),,,,,main
Microsoft,Seattle,Washington,United States,North America,9000,2025-07-02,4.0,Other,Post-IPO,1.0,2025,2025,2025-07,2025-Q3,"Very Large (5,000-9,999)",,,,,main
Scale AI,San Francisco,California,United States,North America,200,2025-07-16,14.0,Software Development,,,2025,2025,2025-07,2025-Q3,Mid-size (100-999),,,,,main
ConsenSys,New York City,New York,United States,North America,91,2020-04-20,14.0,Crypto,Unknown,10.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Gemini,New York City,New York,United States,North America,100,2022-06-02,10.0,Crypto,Unknown,423.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
BlockFi,New York City,New York,United States,North America,250,2022-06-13,20.0,Crypto,Series E,1000.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Coinbase,San Francisco,California,United States,North America,1100,2022-06-14,18.0,Crypto,Post-IPO,549.0,2022,2022,2022-06,2022-Q2,"Large (1,000-4,999)",,,,,main
TIFIN,Boulder,Colorado,United States,North America,24,2022-06-14,10.0,Crypto,Series D,204.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Abra,Mountain View,California,United States,North America,12,2022-06-30,5.0,Crypto,Series C,106.0,2024,2022,2022-06,2022-Q2,Small (<100),,,,,main
Celsius,New York City,New York,United States,North America,150,2022-07-03,25.0,Crypto,Series B,864.0,2022,2022,2022-07,2022-Q3,Mid-size (100-999),,,,,main
Unstoppable Do.,San Francisco,California,United States,North America,42,2022-07-14,25.0,Crypto,Series B,7.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
Gemini,New York City,New York,United States,North America,68,2022-07-18,7.0,Crypto,Unknown,423.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
NYDIG,New York City,New York,United States,North America,110,2022-09-22,33.0,Crypto,Private Equity,1400.0,2022,2022,2022-09,2022-Q3,Mid-size (100-999),,,,,main
Exodus,Nebraska City,Nebraska,United States,North America,59,2022-11-04,22.0,Crypto,Unknown,60.0,2022,2022,2022-11,2022-Q4,Small (<100),,,,,main
Ocavu,Lehi,Utah,United States,North America,20,2022-11-10,48.0,Crypto,Series A,11.0,2022,2022,2022-11,2022-Q4,Small (<100),,,,,main
Candy Digital,New York City,New York,United States,North America,33,2022-11-28,33.0,Crypto,Series A,100.0,2022,2022,2022-11,2022-Q4,Small (<100),,,,,main
Kraken,San Francisco,California,United States,North America,1100,2022-11-30,30.0,Crypto,Unknown,134.0,2022,2022,2022-11,2022-Q4,"Large (1,000-4,999)",,,,,main
Coinbase,San Francisco,California,United States,North America,950,2023-01-10,20.0,Crypto,Post-IPO,549.0,2023,2023,2023-01,2023-Q1,Mid-size (100-999),,,,,main
Chainalysis,New York City,New York,United States,North America,44,2023-02-01,5.0,Crypto,Series F,536.0,2023,2023,2023-02,2023-Q1,Small (<100),,,,,main
Protocol Labs,San Francisco,California,United States,North America,89,2023-02-03,20.0,Crypto,Unknown,10.0,2023,2023,2023-02,2023-Q1,Small (<100),,,,,main
Fireblocks,New York City,New York,United States,North America,30,2023-02-20,5.0,Crypto,Series E,1000.0,2023,2023,2023-02,2023-Q1,Small (<100),,,,,main
Anchorage Digital,San Francisco,California,United States,North America,75,2023-03-14,20.0,Crypto,Series D,487.0,2023,2023,2023-03,2023-Q1,Small (<100),,,,,main
Community Gaming,New York City,New York,United States,North America,17,2023-04-14,17.0,Crypto,Series A,18.0,2023,2023,2023-04,2023-Q2,Small (<100),,,,,main
TRM Labs,San Francisco,California,United States,North America,16,2023-04-18,9.0,Crypto,Series B,149.0,2023,2023,2023-04,2023-Q2,Small (<100),,,,,main
Autograph,Los Angeles,California,United States,North America,30,2023-05-04,33.0,Crypto,Series B,205.0,2023,2023,2023-05,2023-Q2,Small (<100),,,,,main
TaxBit,San Francisco,California,United States,North America,80,2023-06-11,40.0,Crypto,Unknown,253.0,2023,2023,2023-06,2023-Q2,Small (<100),,,,,main
Bitwise,Fresno,California,United States,North America,900,2023-06-14,100.0,Crypto,Series B,84.0,2023,2023,2023-06,2023-Q2,Mid-size (100-999),,,,,main
Figure,San Francisco,California,United States,North America,90,2023-07-26,20.0,Crypto,Unknown,1500.0,2023,2023,2023-07,2023-Q3,Small (<100),,,,,main
Chainalysis,New York City,New York,United States,North America,150,2023-10-02,15.0,Crypto,Series F,536.0,2023,2023,2023-10,2023-Q4,Mid-size (100-999),,,,,main
Chia Network,San Francisco,California,United States,North America,26,2023-10-02,37.0,Crypto,Series D,70.0,2023,2023,2023-10,2023-Q4,Small (<100),,,,,main
Fireblocks,New York City,New York,United States,North America,20,2024-02-07,3.0,Crypto,Series E,1.0,2024,2024,2024-02,2024-Q1,Small (<100),,,,,main
Sorare,New York City,New York,United States,North America,22,2024-03-06,13.0,Crypto,Series B,739.0,2024,2024,2024-03,2024-Q1,Small (<100),,,,,main
MoonPay,Dover,Ohio,United States,North America,30,2024-06-05,10.0,Crypto,Unknown,651.0,2024,2024,2024-06,2024-Q2,Small (<100),,,,,main
ConsenSys,New York City,New York,United States,North America,163,2024-10-29,20.0,Crypto,Series D,726.0,2024,2024,2024-10,2024-Q4,Mid-size (100-999),,,,,main
Kraken,San Francisco,California,United States,North America,400,2024-10-30,15.0,Crypto,Unknown,134.0,2024,2024,2024-10,2024-Q4,Mid-size (100-999),,,,,main
Circle,Boston,Massachusetts,United States,North America,50,2024-12-05,6.0,Crypto,Private Equity,1.0,2024,2024,2024-12,2024-Q4,Small (<100),,,,,main
Foundry,Boston,Massachusetts,United States,North America,74,2024-12-11,27.0,Crypto,Subsidiary,,2024,2024,2024-12,2024-Q4,Small (<100),,,,,main
ConsenSys,New York City,New York,United States,North America,47,2025-07-22,7.0,Crypto,,,2025,2025,2025-07,2025-Q3,Small (<100),,,,,main
HopSkipDrive,Los Angeles,California,United States,North America,8,2020-03-13,10.0,Transportation,Unknown,45.0,2020,2020,2020-03,2020-Q1,Small (<100),,,,,main
Bird,Los Angeles,California,United States,North America,406,2020-03-27,30.0,Transportation,Series D,623.0,2020,2020,2020-03,2020-Q1,Mid-size (100-999),,,,,main
Getaround,San Francisco,California,United States,North America,100,2020-03-27,25.0,Transportation,Series D,403.0,2020,2020,2020-03,2020-Q1,Mid-size (100-999),,,,,main
